v3	V(vo)
8.999999999999634e-001	-8.998993e+000
9.999999999999634e-001	-9.998775e+000
1.099999999999964e+000	-1.099856e+001
1.199999999999964e+000	-1.199834e+001
1.299999999999964e+000	-1.299813e+001
1.399999999999964e+000	-1.399791e+001
1.499999999999964e+000	-1.491704e+001
1.599999999999964e+000	-1.498053e+001
1.699999999999964e+000	-1.499210e+001
1.799999999999964e+000	-1.499475e+001
1.899999999999964e+000	-1.499530e+001
1.999999999999964e+000	-1.499529e+001
2.099999999999964e+000	-1.499530e+001
2.199999999999964e+000	-1.499530e+001
2.299999999999964e+000	-1.499530e+001
2.399999999999964e+000	-1.499530e+001
2.499999999999965e+000	-1.499530e+001
2.599999999999965e+000	-1.499530e+001
2.699999999999965e+000	-1.499530e+001
2.799999999999965e+000	-1.499530e+001
2.899999999999965e+000	-1.499530e+001
2.999999999999965e+000	-1.499530e+001
3.099999999999965e+000	-1.499530e+001
3.199999999999965e+000	-1.499530e+001
3.299999999999965e+000	-1.499530e+001
3.399999999999965e+000	-1.499530e+001
3.499999999999965e+000	-1.499530e+001
3.599999999999965e+000	-1.499530e+001
3.699999999999966e+000	-1.499530e+001
3.799999999999966e+000	-1.499530e+001
3.899999999999966e+000	-1.499530e+001
3.999999999999966e+000	-1.499530e+001
4.099999999999966e+000	-1.499530e+001
4.199999999999966e+000	-1.499530e+001
4.299999999999965e+000	-1.499530e+001
4.399999999999965e+000	-1.499530e+001
4.499999999999965e+000	-1.499530e+001
4.599999999999964e+000	-1.499530e+001
4.699999999999964e+000	-1.499530e+001
4.799999999999963e+000	-1.499530e+001
4.899999999999963e+000	-1.499530e+001
4.999999999999963e+000	-1.499530e+001
5.099999999999962e+000	-1.499530e+001
5.199999999999962e+000	-1.499530e+001
5.299999999999962e+000	-1.499530e+001
5.399999999999961e+000	-1.499530e+001
5.499999999999961e+000	-1.499530e+001
5.599999999999961e+000	-1.499530e+001
5.699999999999960e+000	-1.499530e+001
5.799999999999960e+000	-1.499530e+001
5.899999999999960e+000	-1.499530e+001
5.999999999999959e+000	-1.499530e+001
6.099999999999959e+000	-1.499530e+001
6.199999999999958e+000	-1.499530e+001
6.299999999999958e+000	-1.499530e+001
6.399999999999958e+000	-1.499530e+001
6.499999999999957e+000	-1.499530e+001
6.599999999999957e+000	-1.499530e+001
6.699999999999957e+000	-1.499530e+001
6.799999999999956e+000	-1.499530e+001
6.899999999999956e+000	-1.499530e+001
6.999999999999956e+000	-1.499530e+001
7.099999999999955e+000	-1.499530e+001
7.199999999999955e+000	-1.499530e+001
7.299999999999955e+000	-1.499530e+001
7.399999999999954e+000	-1.499530e+001
7.499999999999954e+000	-1.499530e+001
7.599999999999954e+000	-1.499530e+001
7.699999999999953e+000	-1.499530e+001
7.799999999999953e+000	-1.499530e+001
7.899999999999952e+000	-1.499530e+001
7.999999999999952e+000	-1.499530e+001
8.099999999999952e+000	-1.499530e+001
8.199999999999951e+000	-1.499530e+001
8.299999999999951e+000	-1.499530e+001
8.399999999999951e+000	-1.499530e+001
8.499999999999950e+000	-1.499530e+001
8.599999999999950e+000	-1.499530e+001
8.699999999999950e+000	-1.499530e+001
8.799999999999949e+000	-1.499530e+001
8.899999999999949e+000	-1.499530e+001
8.999999999999949e+000	-1.499530e+001
9.099999999999948e+000	-1.499530e+001
9.199999999999948e+000	-1.499530e+001
9.299999999999947e+000	-1.499530e+001
9.399999999999947e+000	-1.499530e+001
9.499999999999947e+000	-1.499530e+001
9.599999999999946e+000	-1.499530e+001
9.699999999999946e+000	-1.499530e+001
9.799999999999946e+000	-1.499530e+001
9.899999999999945e+000	-1.499530e+001
9.999999999999945e+000	-1.499530e+001
1.009999999999995e+001	-1.499530e+001
1.019999999999994e+001	-1.499530e+001
1.029999999999994e+001	-1.499530e+001
1.039999999999994e+001	-1.499530e+001
1.049999999999994e+001	-1.499530e+001
1.059999999999994e+001	-1.499530e+001
1.069999999999994e+001	-1.499530e+001
1.079999999999994e+001	-1.499530e+001
1.089999999999994e+001	-1.499530e+001
1.099999999999994e+001	-1.499530e+001
1.109999999999994e+001	-1.499530e+001
1.119999999999994e+001	-1.499530e+001
1.129999999999994e+001	-1.499530e+001
1.139999999999994e+001	-1.499530e+001
1.149999999999994e+001	-1.499530e+001
1.159999999999994e+001	-1.499530e+001
1.169999999999994e+001	-1.499530e+001
1.179999999999994e+001	-1.499530e+001
1.189999999999994e+001	-1.499530e+001
1.199999999999994e+001	-1.499530e+001
1.209999999999994e+001	-1.499530e+001
1.219999999999994e+001	-1.499530e+001
1.229999999999994e+001	-1.499530e+001
1.239999999999994e+001	-1.499530e+001
1.249999999999994e+001	-1.499530e+001
1.259999999999994e+001	-1.499530e+001
1.269999999999994e+001	-1.499530e+001
1.279999999999994e+001	-1.499530e+001
1.289999999999994e+001	-1.499530e+001
1.299999999999993e+001	-1.499530e+001
1.309999999999993e+001	-1.499530e+001
1.319999999999993e+001	-1.499530e+001
1.329999999999993e+001	-1.499530e+001
1.339999999999993e+001	-1.499530e+001
1.349999999999993e+001	-1.499530e+001
1.359999999999993e+001	-1.499530e+001
1.369999999999993e+001	-1.499530e+001
1.379999999999993e+001	-1.499530e+001
1.389999999999993e+001	-1.499530e+001
1.399999999999993e+001	-1.499530e+001
1.409999999999993e+001	-1.499530e+001
1.419999999999993e+001	-1.499530e+001
1.429999999999993e+001	-1.499530e+001
1.439999999999993e+001	-1.499530e+001
1.449999999999993e+001	-1.499530e+001
1.459999999999993e+001	-1.499530e+001
1.469999999999993e+001	-1.499530e+001
1.479999999999993e+001	-1.499530e+001
1.489999999999993e+001	-1.499530e+001
1.500000000000000e+001	-1.499530e+001
